LaunchSite,NameOfSatellite,CountryOrgOfUNRegistry,CountryOfOperatoOwner,Operator.Owner,Users,Purpose,ClassOfOrbit,Perigee,Apogee,MeanDistance,Radius,LaunchMass,DateOfLaunch,Contractor,CountryOfContractor,LaunchVehicle,LaunchVehicleCategory,lat,lon
Xichang Satellite Launch Center,Eutelsat 16A (Eutelsat W3C),France,USA,Eutelsat S.A.,Commercial,Communications,GEO,35779,35795,35787,47.79,5400,07-Oct-11,Thales Alenia Space,France,Long March 3B,Long March,28.25,102
Baikonur Cosmodrome,"NSS-10 (Star One C-12, AMC-12, Americom 12, Worldsat 2)",USA,USA,SES (Soci_t_ Europ_enne des Satellites (SES)),Commercial,Communications,GEO,35778,35795,35787,47.79,5396,03-Feb-05,Alcatel Space Industries,France,Proton/Breeze M,Proton,45.6,63.4
Baikonur Cosmodrome,SkyTerra 1,USA,USA,LightSquared,Commercial,Communications,GEO,35782,35791,35787,47.79,5360,14-Nov-10,Boeing Satellite Systems,USA,Breeze M,Other,45.6,63.4
Guiana Space Center,Astra 1N,Luxembourg,USA,SES (Soci_t_ Europ_enne des Satellites (SES)),Commercial,Communications,GEO,35715,35780,35748,47.75,5350,06-Aug-11,EADS Astrium,France,Ariane 5 ECA,Ariane,5.2079,-52.7724
Baikonur Cosmodrome,Astra 1M,Luxembourg,USA,SES (Soci_t_ Europ_enne des Satellites (SES)),Commercial,Communications,GEO,35804,35852,35828,47.83,5345,05-Nov-08,EADS Astrium,France,Proton M,Proton,45.6,63.4
Cape Canaveral,Mexsat3 (Morelos-3),NR (12/15),USA,Mexico Telecomm,Government,Communications,GEO,35767,35805,35786,47.79,5325,02-Oct-15,Boeing Satellite Systems,USA,Atlas 5,Atlas,28.5,-81
Guiana Space Center,Hispasat 1E,NR,USA,Hispasat,Commercial,Communications,GEO,35782,35786,35784,47.78,5320,29-Dec-10,Space Systems/Loral,USA,Ariane 5,Ariane,5.2079,-52.7724
Cape Canaveral,SES-9,NR (5/16),USA,SES World Skies (SES [Soci_t_ Europ_enne des Satellites (SES)]),Commercial,Communications,GEO,35787,35791,35789,47.79,5271,04-Mar-16,Boeing Satellite Systems,USA,Falcon 9,Falcon,28.5,-81
Sea Launch (Odyssey),Eutelsat 70B (Eutelsat W5A),France,USA,Eutelsat S.A.,Commercial,Communications,GEO,35780,35800,35790,47.79,5250,03-Dec-12,EADS Astrium,France,Zenit 3SL,Other,-27,-125
Sea Launch (Odyssey),Thuraya 2 ,United Arab Emirates,USA,Thuraya Satellite Communications,Commercial,Communications,GEO,35764,35807,35786,47.79,5250,10-Jun-03,Hughes Space and Communications Group,USA,Zenit 3SL,Other,-27,-125
Xichang Satellite Launch Center,Belintersat-1,NR (5/16),USA,Belintersat,Government,Communications,GEO,35779,35792,35786,47.79,5223,15-Jan-16,Chinese Academy of Space Technology/Thales Alenia Space,China/France,Long March 3B,Long March,28.25,102
Xichang Satellite Launch Center,ChinaSat 2C (Zhong Xing 2C),NR (6/16),USA,China Satellite Communication Corp. (China Satcom),Commercial/Government,Communications,GEO,35787,35801,35794,47.79,5200,03-Nov-15,China Academy of Space Technology (CAST),China,Long March 3B,Long March,28.25,102
Xichang Satellite Launch Center,ChinaSat 1C (Zhong Xing 1C),NR (6/16),USA,China Satellite Communication Corp. (China Satcom),Commercial,Communications,GEO,35778,35796,35787,47.79,5200,09-Dec-15,China Academy of Space Technology (CAST),China,Long March 3B,Long March,28.25,102
Xichang Satellite Launch Center,Apstar 9,China,USA,APT Satellite Holdings Ltd.,Commercial,Communications,GEO,35782,35788,35785,47.79,5200,16-Oct-15,China Academy of Space Technology (CAST),China,Long March 3B,Long March,28.25,102
Baikonur Cosmodrome,Eutelsat Hot Bird 13E (Eutelsat 9B),NR (5/16),USA,Eutelsat S.A.,Commercial,Communications,GEO,35780,35792,35786,47.79,5200,29-Jan-16,Airbus Defense and Space,France/Germany/Spain/UK,Proton,Proton,45.6,63.4
Sea Launch (Odyssey),XM Radio 4 (Blues),USA,USA,XM Satellite Radio USA,Commercial,Communications,GEO,35784,35787,35786,47.79,5193,30-Oct-06,Boeing Satellite Systems,USA,Zenit 3SL,Other,-27,-125
Sea Launch (Odyssey),Thuraya 3,United Arab Emirates,USA,Thuraya Satellite Communications,Commercial,Communications,GEO,35766,35807,35787,47.79,5180,15-Jan-08,Boeing Satellite Systems,USA,Zenit 3SL,Other,-27,-125
Xichang Satellite Launch Center,NigComSat-1R,China,USA,NigComSat,Commercial,Communications,GEO,35793,35795,35794,47.79,5150,17-Dec-11,China Academy of Space Technology (CAST),China,Long March 3B,Long March,28.25,102
Xichang Satellite Launch Center,Paksat-1R ,Pakistan,USA,Pakistan Space and Upper Atmosphere Research Commission (SUPARCO)/PakSat International,Commercial/Government,Communications,GEO,35786,35800,35793,47.79,5120,11-Aug-11,China Aerospace Science and Technology Corp. (CASC),China,Long March 3B,Long March,28.25,102
Guiana Space Center,"Eutelsat 48B (Eutelsat 21B, Eutelsat W-6A)",France,USA,Eutelsat S.A.,Commercial,Communications,GEO,35777,35797,35787,47.79,5102,10-Nov-12,Thales Alenia Space,Italy,Ariane 5 ECA,Ariane,5.2079,-52.7724
Xichang Satellite Launch Center,ChinaSat 11 (Zhong Xing 11),China,USA,China Satellite Communication Corp. (China Satcom),Commercial,Communications,GEO,35781,35793,35787,47.79,5100,01-May-13,China Aerospace Science and Technology Corp. (CASC),China,Long March 3B,Long March,28.25,102
Guiana Space Center,ST-2 (Singapore-Taiwan 2),NR,USA,Singapore Telecommunications Ltd. (SingTel)/Chunghwa Telecom Co. Ltd.,Commercial,Communications,GEO,35783,35791,35787,47.79,5090,20-May-11,Mitsubishi Electric Corporation,Japan,Ariane 5,Ariane,5.2079,-52.7724
Guiana Space Center,Superbird 7 (Superbird C2),Japan,USA,Sky Perfect JSAT Corporation,Commercial,Communications,GEO,35778,35794,35786,47.79,5000,14-Aug-08,Mitsubishi Electric Corporation,Japan,Ariane 5 ECA,Ariane,5.2079,-52.7724
Cape Canaveral,"Advanced Orion 4 (NRO L-26, USA 202)",USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,GEO,35714,35937,35826,47.83,5000,18-Jan-09,National Reconnaissance Laboratory (?),USA,Delta 4 Heavy,Delta,28.5,-81
Cape Canaveral,"Advanced Orion 6 (NRO L-15, USA 237)",USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,GEO,35771,35805,35788,47.79,5000,29-Jun-12,National Reconnaissance Laboratory(?),USA,Delta 4 Heavy,Delta,28.5,-81
Cape Canaveral,"Advanced Orion 7 (NRO L-37, USA 268)",NR (6/16),USA,National Reconnaissance Office (NRO),Military,Earth Observation,GEO,35613,35903,35758,47.76,5000,11-Jun-16,National Reconnaissance Laboratory(?),USA,Delta 4 Heavy,Delta,28.5,-81
Cape Canaveral,"Advanced Orion 5 (NRO L-32, USA 223)",USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,GEO,35500,35500,35500,47.5,5000,21-Nov-10,National Reconnaissance Laboratory (?),USA,Delta 4 Heavy,Delta,28.5,-81
Xichang Satellite Launch Center,"Sinosat-6 (Chinasat-6A, XN-6)",China,USA,China Direct Broadcast Satellite co.,Commercial,Communications,GEO,35794,35796,35795,47.8,5000,04-Sep-10,Chinese Academy of Space Technology (CAST),China,Long March 3B,Long March,28.25,102
Baikonur Cosmodrome,Turksat 4B,NR (12/15),USA,Turksat,Commercial,Communications,GEO,35787,35805,35796,47.8,5000,16-Oct-15,Mitsubishi Electric Corporation,Japan,Proton,Proton,45.6,63.4
Baikonur Cosmodrome,Garpun-12L (Cosmos 2513),NR (1/16),USA,Ministry of Defense,Military,Communications,GEO,35783,35805,35794,47.79,5000,10-Dec-15,ISS Reshetnev,Russia,Proton M,Proton,45.6,63.4
Baikonur Cosmodrome,"Eutelsat 172A (GE-23, AMC-23, Worldsat 3, Americom 23)",USA,USA,Eutelsat S.A.,Commercial,Communications,GEO,35772,35799,35786,47.79,5000,29-Dec-05,Alcatel Alenia Space,France/Italy,Proton M,Proton,45.6,63.4
Baikonur Cosmodrome,Garpun-1 (Cosmos 2473),Russia,USA,Ministry of Defense,Military,Communications,GEO,35782,35790,35786,47.79,5000,20-Sep-11,ISS Reshetnev,Russia,Proton M,Proton,45.6,63.4
Plesetsk Cosmodrome,Lotos-S2 (Cosmos 2502),Russia,Russia,Ministry of Defense,Military,Earth Observation,LEO,901,910,906,12.91,5000,23-Dec-14,TsSKB-Progress Samara Space Center and KB Arsenal,Russia,Soyuz 2-1b,Soyuz,62.8,40.1
Plesetsk Cosmodrome,Lotos-S1 (Cosmos 2455),Russia,Russia,Ministry of Defense,Military,Earth Observation,LEO,900,911,906,12.91,5000,20-Nov-09,TsSKB-Progress Samara Space Center and KB Arsenal,Russia,Soyuz U,Soyuz,62.8,40.1
Cape Canaveral,X37-B OTV-4 (USA 261),NR,Argentina,US Air Force,Military,Technology Development,LEO,309,322,316,12.32,4990,20-May-15,Boeing,USA,Atlas 5,Atlas,28.5,-81
Baikonur Cosmodrome,Telstar 14R (Estrela do Sul 2),Brazil,USA,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,GEO,35783,35791,35787,47.79,4970,20-May-11,Space Systems/Loral,USA,Proton,Proton,45.6,63.4
Guiana Space Center,Badr 5A (Arabsat 5A),NR,USA,Arab Satellite Communications Org. (ASCO),Government,Communications,GEO,35605,35623,35614,47.61,4940,26-Jun-10,EADS Astrium,France/Germany/Spain/UK,Ariane 5 ECA,Ariane,5.2079,-52.7724
Baikonur Cosmodrome,Anik G1,NR,USA,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,GEO,35773,35799,35786,47.79,4905,15-Apr-13,Space Systems/Loral,USA,Proton M,Proton,45.6,63.4
Tanegashima Space Center,Telstar 12V (Telstar 12 Vantage),NR (6/16),USA,"Telesatd Canada Ltd. (BCE, Inc.)",Commercial,Communications,GEO,35645,35727,35686,47.69,4900,24-Nov-15,Airbus Defense and Space,France/Germany/Spain/UK,H-2A,Other,30.4,131
Baikonur Cosmodrome,Eutelsat Hot Bird 13B (Hot Bird 8),France,USA,Eutelsat S.A.,Commercial,Communications,GEO,35759,35812,35786,47.79,4900,04-Aug-06,EADS Space,France/Germany/Spain/UK,Proton/Breeze M,Proton,45.6,63.4
Baikonur Cosmodrome,Measat 3 (Malaysia East Asia Sat 3),Malaysia,USA,MEASAT Satellite Systems Sdn. Bhd.,Commercial,Communications,GEO,35778,35794,35786,47.79,4900,11-Dec-06,Boeing Satellite Systems,USA,Proton M,Proton,45.6,63.4
Guiana Space Center,"Eutelsat Hot Bird  13D (Eutelsat 3C, Hot Bird 10, Atlantic Bird 4A)",France,USA,Eutelsat S.A.,Commercial,Communications,GEO,35766,35806,35786,47.79,4892,11-Feb-09,EADS Astrium,France,Ariane 5 ECA,Ariane,5.2079,-52.7724
Guiana Space Center,Eutelsat Hot Bird 13C (Hot Bird 9),France,USA,Eutelsat S.A.,Commercial,Communications,GEO,35786,35787,35787,47.79,4880,20-Dec-08,EADS Astrium,France,Ariane 5,Ariane,5.2079,-52.7724
Baikonur Cosmodrome,Turksat 4A,NR,USA,Turksat,Commercial,Communications,GEO,35776,35797,35787,47.79,4869,14-Feb-14,Mitsubishi Electric Corporation,Japan,Proton,Proton,45.6,63.4
Sea Launch (Odyssey),Galaxy-3C,USA,USA,"PanAmSat (Intelsat, Ltd.)/DirecTV L.A.",Commercial,Communications,GEO,35784,35788,35786,47.79,4860,15-Jun-02,Boeing Satellite Systems,USA,Zenit 3SL,Other,-27,-125
Tanegashima Space Center,Kizuna (WINDS - Wideband InterNetworking engineering Demonstration Satellite),Japan,USA,Japan Aerospace Exploration Agency (JAXA),Government,Technology Development,GEO,35776,35796,35786,47.79,4850,23-Feb-08,JAXA/National Institute of Information and Communications Technology (NICT),Japan,H2A,Other,30.4,131
Baikonur Cosmodrome,Nimiq 4,Canada,USA,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,GEO,35779,35794,35787,47.79,4850,19-Sep-08,EADS Astrium,France,Proton,Proton,45.6,63.4
Guiana Space Center,Optus and Defence C1 ,Australia,USA,Optus Communications (Parent: Singapore Telecom)/Australian Ministry of Defence,Commercial/Military,Communications,GEO,35773,35799,35786,47.79,4800,12-Jun-03,Space Systems/Loral,USA,Ariane 5G,Ariane,5.2079,-52.7724
Guiana Space Center,"Intelsat 1R (IS-1R, PAS-1R, PanAmSat 1R)",USA,USA,"PanAmSat (Intelsat, S.A.)",Commercial,Communications,GEO,35785,35788,35787,47.79,4793,15-Nov-00,Boeing Satellite Systems,USA,Ariane 5,Ariane,5.2079,-52.7724
Baikonur Cosmodrome,Nimiq 6,NR,USA,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,GEO,35764,35809,35787,47.79,4745,18-May-12,Space Systems/Loral,USA,Breeze M,Other,45.6,63.4
Baikonur Cosmodrome,Nimiq 5,NR,USA,Echostar Corporation (entire payload leased from Telesat Canada Ltd.),Commercial,Communications,GEO,35700,35700,35700,47.7,4745,17-Sep-09,Space Systems/Loral,USA,Breeze M,Other,45.6,63.4
Cape Canaveral,Chandra X-Ray Observatory (CXO),USA,Venezuela,NASA Goddard Space Flight Center,Government,Space Science,Elliptical,9999,138825,74412,86.41,4742,23-Jul-99,TRW Space and Electronics,USA,Space Shuttle (STS 93),Other,28.5,-81
Guiana Space Center,WildBlue 1,USA,USA,WildBlue Communications,Commercial,Communications,GEO,35776,35796,35786,47.79,4735,08-Dec-06,Space Systems/Loral,USA,Ariane 5,Ariane,5.2079,-52.7724
Guiana Space Center,Intelsat 903 ,USA,USA,"Intelsat, S.A.",Commercial,Communications,GEO,35773,35802,35788,47.79,4723,30-Mar-02,Space Systems/Loral,USA,Ariane 44L,Ariane,5.2079,-52.7724
Guiana Space Center,Intelsat 905 ,USA,USA,"Intelsat, S.A.",Commercial,Communications,GEO,35768,35805,35787,47.79,4723,05-Jun-02,Space Systems/Loral,USA,Ariane 44L,Ariane,5.2079,-52.7724
Guiana Space Center,Intelsat 906 ,USA,USA,"Intelsat, S.A.",Commercial,Communications,GEO,35775,35796,35786,47.79,4723,06-Sep-02,Space Systems/Loral,USA,Ariane 44L,Ariane,5.2079,-52.7724
Guiana Space Center,Intelsat 902 ,USA,USA,"Intelsat, S.A.",Commercial,Communications,GEO,35775,35797,35786,47.79,4723,30-Aug-01,Space Systems/Loral,USA,Ariane 44L,Ariane,5.2079,-52.7724
Cape Canaveral,Intelsat 901 ,USA,USA,"Intelsat, S.A.",Commercial,Communications,GEO,35775,35798,35787,47.79,4723,09-Jun-01,Lockheed Martin Commercial Space Systems,USA,Atlas 2AS,Atlas,28.5,-81
Baikonur Cosmodrome,Anik F3,Canada,USA,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,GEO,35778,35794,35786,47.79,4715,09-Apr-07,EADS Astrium,France/Germany/Spain/UK,Proton M,Proton,45.6,63.4
Guiana Space Center,Anik F1 ,Canada,USA,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,GEO,35778,35793,35786,47.79,4710,21-Nov-00,Boeing Satellite Systems,USA,Ariane 44L,Ariane,5.2079,-52.7724
Sea Launch (Odyssey),XM Radio 3 (Rhythm),USA,USA,XM Satellite Radio USA,Commercial,Communications,GEO,35782,35790,35786,47.79,4703,01-Mar-05,Boeing Satellite Systems,USA,Zenit 3SL,Other,-27,-125
Guiana Space Center,Skynet 5A,United Kingdom,USA,Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium),Military,Communications,GEO,35771,35802,35787,47.79,4700,11-Mar-07,EADS Astrium,France/Germany/UK,Ariane 5 ECA,Ariane,5.2079,-52.7724
Cape Canaveral,Turkmen Alem 52E/MonacoSAT,NR,USA,Turkmenistan Ministry of Communications/SSI-Monaco,Commercial/Government,Communications,GEO,35655,35784,35720,47.72,4700,27-Apr-15,Thales Alenia Space,France/Italy,Falcon 9,Falcon,28.5,-81
Sea Launch (Odyssey),Galaxy-19,USA,USA,"Intelsat, Ltd.",Commercial,Communications,GEO,35776,35796,35786,47.79,4690,24-Sep-08,Space Systems/Loral,USA,Zenit 3SL,Other,-27,-125
Guiana Space Center,Intelsat 907 ,USA,USA,"Intelsat, S.A.",Commercial,Communications,GEO,35770,35803,35787,47.79,4685,15-Feb-03,Space Systems/Loral,USA,Ariane 44L,Ariane,5.2079,-52.7724
Baikonur Cosmodrome,Intelsat 904 ,USA,USA,"Intelsat, S.A.",Commercial,Communications,GEO,35782,35789,35786,47.79,4680,23-Feb-02,Space Systems/Loral,USA,Proton K,Proton,45.6,63.4
Baikonur Cosmodrome,Echostar 8 ,USA,USA,"Echostar Technologies, LLC",Commercial,Communications,GEO,35783,35789,35786,47.79,4660,21-Aug-02,Space Systems/Loral,USA,Proton,Proton,45.6,63.4
Sea Launch (Odyssey),Galaxy-18,USA,USA,"Intelsat, Ltd.",Commercial,Communications,GEO,35774,35798,35786,47.79,4642,21-May-08,Space Systems/Loral,USA,Zenit 3SL,Other,-27,-125
Sea Launch (Odyssey),Galaxy-16 ,USA,USA,"PanAmSat (Intelsat, Ltd.)",Commercial,Communications,GEO,35775,35798,35787,47.79,4640,18-Jun-06,Space Systems/Loral,USA,Zenit 3SL,Other,-27,-125
Sea Launch (Odyssey),Telstar 18 (Apstar 5),NR,USA,Loral Skynet Satellite Services (Loral Global Alliance)/APT Satellite Holdings Ltd.,Commercial,Communications,GEO,35778,35795,35787,47.79,4640,29-Jun-04,Space Systems/Loral,USA,Zenit 3SL,Other,-27,-125
Guiana Space Center,Skynet 5D,United Kingdom,USA,Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium),Military,Communications,GEO,35786,35793,35790,47.79,4638,19-Dec-12,EADS Astrium,United Kingdom,Ariane 5 ECA,Ariane,5.2079,-52.7724
Guiana Space Center,Skynet 5B,United Kingdom,USA,Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium),Military,Communications,GEO,35700,35803,35752,47.75,4635,14-Nov-07,EADS Astrium,France/Germany/UK,Ariane 5,Ariane,5.2079,-52.7724
Guiana Space Center,Arabsat 5C,NR,USA,Arab Satellite Communications Org. (ASCO),Government,Communications,GEO,35766,35805,35786,47.79,4630,21-Sep-11,Astrium/Thales Alenia Space,France,Arinae 5 ECA,Ariane,5.2079,-52.7724
Guiana Space Center,Skynet 5C,United Kingdom,USA,Ministry of Defence/Paradigm Secure Communications (wholly owned by EADS Astrium),Military,Communications,GEO,35770,35803,35787,47.79,4600,12-Jun-08,EADS Astrium,United Kingdom,Ariane 5 ECA,Ariane,5.2079,-52.7724
Guiana Space Center,Thor-7,Norway,USA,Telenor Satellite Broadcasting,Commercial,Communications,GEO,35727,35741,35734,47.73,4600,26-Apr-15,Space Systems/Loral,USA,Ariane 5,Ariane,5.2079,-52.7724
Xichang Satellite Launch Center,Gaofen 4,NR (1/16),USA,China Aerospace Science and Technology Corporation (CASTC),Government,Earth Observation,GEO,35792,35796,35794,47.79,4600,28-Dec-15,China Aerospace Science and Technology Corporation,China,Long March 3B,Long March,28.25,102
Xichang Satellite Launch Center,ChinaSat 6B (Zhong Xing 6B),China,USA,China Satellite Communication Corp. (China Satcom),Commercial/Government,Communications,GEO,35777,35797,35787,47.79,4600,06-Jul-07,Thales Alenia Space,France/Italy,Long March 3B,Long March,28.25,102
Sea Launch (Odyssey),Eutelsat 7 West-A (Atlantic Bird 7),France,USA,Eutelsat S.A./Nilesat,Commercial,Communications,GEO,35774,35799,35787,47.79,4600,24-Sep-11,Astrium,France,Zenit 3SL,Other,-27,-125
Guiana Space Center,NSS-6 ,NR,USA,SES (Soci_t_ Europ_enne des Satellites (SES)),Commercial,Communications,GEO,35776,35797,35787,47.79,4575,17-Dec-02,Lockheed Martin Commercial Space Systems,USA,Ariane 4,Ariane,5.2079,-52.7724
Baikonur Cosmodrome,Amazonas-1 ,Brazil,USA,Hispamar (subsidiary of Hispasat - Spain),Commercial,Communications,GEO,35776,35797,35787,47.79,4545,04-Aug-04,EADS Astrium,France/Germany/Spain/UK,Proton M,Proton,45.6,63.4
Cape Canaveral,"Milstar DFS-1 (USA 99, Milstar 1-F1) (Military Strategic and Tactical Relay)",USA,USA,US Air Force,Military,Communications,GEO,35754,35819,35787,47.79,4536,07-Feb-94,Lockheed Martin Missiles and Space,USA,Titan 4A,Other,28.5,-81
Cape Canaveral,"Milstar DFS-5 (USA 164, Milstar 2-F3) (Military Strategic and Tactical Relay)",USA,USA,US Air Force,Military,Communications,GEO,35753,35820,35787,47.79,4536,16-Jan-02,Lockheed Martin Missiles and Space,USA,Titan 4B,Other,28.5,-81
Cape Canaveral,"Milstar DFS-2 (USA 115, Milstar 1-F2) (Military Strategic and Tactical Relay)",USA,USA,US Air Force,Military,Communications,GEO,35765,35809,35787,47.79,4536,06-Nov-95,Lockheed Martin Missiles and Space,USA,Titan 4A,Other,28.5,-81
Cape Canaveral,Milstar DFS-6 (USA 169) (Military Strategic and Tactical Relay),USA,USA,US Air Force,Military,Communications,GEO,35768,35806,35787,47.79,4536,08-Apr-03,Lockheed Martin Missiles and Space,USA,Titan 4B,Other,28.5,-81
Cape Canaveral,"Milstar DFS-4 (USA 157, Milstar 2-F2) (Military Strategic and Tactical Relay)",USA,USA,US Air Force,Military,Communications,GEO,35764,35768,35766,47.77,4536,27-Feb-01,Lockheed Martin Missiles and Space,USA,Titan 4B,Other,28.5,-81
Guiana Space Center,NSS-7 ,NR,USA,SES (Soci_t_ Europ_enne des Satellites (SES)),Commercial,Communications,GEO,35775,35798,35787,47.79,4500,16-Apr-02,Lockheed Martin Commercial Space Systems,USA,Ariane 42L,Ariane,5.2079,-52.7724
Guiana Space Center,JCSat 13 (Japan Communications Satellite 13),Japan,USA,Sky Perfect JSAT Corporation,Commercial,Communications,GEO,35780,35791,35786,47.79,4500,15-May-12,Lockheed Martin Commercial Space Systems,USA,Ariane 5 ECA,Ariane,5.2079,-52.7724
Guiana Space Center,Astra 1L,Luxembourg,USA,SES (Soci_t_ Europ_enne des Satellites (SES)),Commercial,Communications,GEO,35772,35798,35785,47.79,4500,04-May-07,Lockheed Martin Commercial Space Systems,USA,Ariane 5 ECA,Ariane,5.2079,-52.7724
Cape Canaveral,"SBIRS GEO 1 (Space Based Infrared System Geosynchronous 1, USA 230)",USA,USA,US Air Force,Military,Earth Observation,GEO,35778,35795,35787,47.79,4500,07-May-11,Lockheed Martin Space Systems,USA,Atlas 5,Atlas,28.5,-81
Cape Canaveral,"SBIRS GEO 2 (Space Based Infrared System Geosynchronous 2, USA 241)",USA,USA,US Air Force,Military,Earth Observation,GEO,35770,35790,35780,47.78,4500,19-Mar-13,Lockheed Martin Space Systems,USA,Atlas 5,Atlas,28.5,-81
Cape Canaveral,"JCSat 14 (JCSat 2B, Japan Communications Satellite 14)",NR (6/16),USA,Sky Perfect JSAT Corporation,Commercial,Communications,GEO,35861,35924,35893,47.89,4500,06-May-16,Space Systems/Loral,USA,Falcon 9,Falcon,28.5,-81
Cape Canaveral,AsiaSat-8,China,USA,Asia Satellite Telecommunications Co. Ltd. ,Commercial,Communications,GEO,35781,35793,35787,47.79,4500,05-Aug-14,Space Systems/Loral,USA,Falcon 9,Falcon,28.5,-81
Cape Canaveral,"Advanced Orion 2 (NROL 6, USA 139)",USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,GEO,35560,36013,35787,47.79,4500,09-May-98,TRW Space and Electronics,USA,Titan IVA,Other,28.5,-81
Cape Canaveral,"Advanced Orion 3 (NROL 19, USA 171)",USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,GEO,35589,35984,35787,47.79,4500,09-Sep-03,TRW Space and Electronics,USA,Titan IV,Other,28.5,-81
Baikonur Cosmodrome,Anik F1R,Canada,USA,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,GEO,35777,35795,35786,47.79,4500,09-Sep-05,EADS Astrium,France/Germany/Spain/UK,Proton M,Proton,45.6,63.4
Guiana Space Center,Galaxy-11,USA,USA,"PanAmSat (Intelsat, Ltd.)",Commercial,Communications,GEO,35785,35795,35790,47.79,4488,21-Jan-99,Boeing Satellite Systems,USA,Ariane 4,Ariane,5.2079,-52.7724
